ID del damnificado;# integrantes;Familiares de apoyo (1 = SI);origen del damnificado (1 = local);años de instalación en la ciudad;Estrato social;Dias en albergue
2848;1;0;1;1;2;18
2849;2;1;1;2;1;34
2850;4;0;1;4;1;17
2851;6;1;0;5;1;16
2852;4;1;1;6;4;0
2853;2;1;1;5;1;2
2854;2;0;1;2;2;9
2855;2;1;1;1;3;6
2856;2;0;1;3;5;2
2857;4;0;1;1;1;2
2858;6;1;1;2;5;1
2859;2;1;0;1;2;3
2860;5;1;0;6;1;8
2861;3;0;1;5;2;12
2862;3;1;1;5;2;1
2863;5;0;1;0;5;5
2864;8;1;1;2;4;16
2865;2;1;1;1;2;6
2866;5;1;1;3;3;6
2867;5;1;1;0;1;1
2868;5;1;0;5;1;6
2869;1;1;0;3;2;3
2870;8;0;1;1;2;13
2871;5;1;1;1;1;2
2872;2;1;1;3;2;20
2873;7;1;0;1;1;0
2874;5;1;0;1;1;0
2875;2;1;1;3;2;19
2876;2;1;0;3;3;3
2877;7;0;0;1;5;3
2878;5;1;1;5;2;2
2879;4;0;0;5;2;1
2880;3;1;0;2;5;1
2881;2;1;1;1;5;3
2882;5;1;1;2;2;5
2883;3;1;0;2;5;1
2884;2;1;0;3;3;2
2885;3;0;0;3;3;3
2886;5;1;1;4;5;4
2887;2;1;1;6;3;4
2888;2;1;1;4;3;2
2889;1;1;0;5;1;5
2890;4;1;1;3;1;17
2891;6;1;0;2;5;0
2892;2;1;0;5;2;3
2893;3;1;0;0;1;5
2894;4;0;0;3;2;7
2895;3;1;1;3;3;24
2896;4;1;0;2;5;0
2897;2;1;0;5;2;3
2898;5;1;1;6;1;25
2899;3;1;1;4;1;6
2900;1;1;0;2;3;3
2901;3;1;1;4;3;2
2902;2;1;1;3;3;9
2903;5;1;0;4;3;0
2904;3;1;1;4;2;11
2905;6;0;1;2;2;5
2906;1;0;1;4;2;0
2907;3;0;0;0;5;1
2908;2;0;1;4;3;8
2909;5;1;0;1;3;0
2910;6;0;1;3;2;61
2911;7;1;1;2;1;1
2912;7;0;1;2;1;1
2913;8;1;0;6;1;0
2914;3;0;0;4;1;3
2915;3;1;1;3;1;14
2916;4;0;0;3;1;6
2917;6;1;1;2;4;1
2918;2;0;1;2;2;9
2919;4;1;1;3;3;2
2920;6;0;1;3;3;22
2921;2;0;0;5;4;5
2922;2;1;0;3;3;3
2923;6;0;1;3;3;2
2924;2;1;0;3;1;3
2925;4;0;0;3;2;8
2926;3;1;0;1;1;3
2927;5;0;0;4;2;4
2928;4;1;0;1;2;1
2929;1;0;1;5;4;22
2930;5;0;1;3;3;2
2931;1;1;0;3;3;3
2932;5;1;1;2;1;1
2933;5;1;1;7;1;1
2934;2;1;0;2;2;1
2935;2;1;0;3;2;1
2936;3;0;0;5;1;9
2937;2;1;0;6;2;20
2938;2;1;0;3;2;4
2939;2;0;0;3;1;16
2940;2;1;0;4;3;7
2941;3;0;0;1;3;1
2942;6;1;1;1;2;2
2943;5;1;1;3;3;4
2944;5;1;1;1;3;3
2945;5;1;1;3;2;1
2946;4;0;0;3;2;0
2947;7;0;1;1;2;6
2948;2;1;0;6;3;10
2949;2;1;1;2;2;1
2950;5;1;1;6;3;7
2951;3;1;0;2;3;4
2952;2;1;1;4;1;28
2953;2;1;1;5;2;2
2954;3;1;1;2;4;8
2955;5;1;0;1;4;0
2956;4;1;1;3;5;0
2957;2;1;1;3;2;11
2958;3;1;0;5;3;1
2959;1;1;0;1;2;3
2960;2;1;1;3;1;2
2961;3;0;0;6;4;20
2962;3;1;1;3;3;9
2963;4;0;0;2;1;9
2964;3;1;1;4;2;7
2965;2;1;1;2;1;2
2966;5;0;0;2;5;0
2967;7;1;1;4;2;4
2968;4;1;0;2;5;0
2969;2;1;0;2;3;10
2970;2;1;0;4;1;14
2971;3;1;1;4;3;14
2972;7;0;1;8;1;1
2973;2;1;1;2;1;14
2974;2;0;1;1;3;2
2975;2;1;0;1;2;8
2976;3;1;0;3;1;4
2977;4;1;1;5;5;2
2978;2;0;0;2;2;10
2979;2;1;1;1;3;3
2980;8;1;0;2;5;0
2981;5;0;1;2;4;6
2982;5;0;1;1;1;10
2983;2;1;1;6;5;9
2984;2;1;0;6;2;9
2985;6;1;0;5;3;0
2986;4;1;0;1;2;2
2987;2;1;0;3;1;7
2988;2;0;0;2;3;5
2989;1;0;1;2;2;13
2990;5;1;1;4;1;11
2991;3;1;1;1;2;13
2992;2;1;0;3;1;1
2993;6;1;0;1;1;14
2994;1;0;0;0;1;7
2995;2;1;1;3;3;6
2996;2;1;1;4;5;4
2997;5;1;0;1;4;0
2998;2;1;1;5;1;27
2999;2;0;1;4;1;1
3000;7;0;0;2;1;2
3001;4;1;0;1;2;1
3002;5;1;1;2;3;3
3003;1;1;1;0;5;7
3004;2;1;0;3;2;0
3005;8;0;0;6;1;1
3006;2;1;1;2;2;10
3007;2;0;0;1;4;15
3008;2;1;0;2;1;9
3009;2;1;0;3;1;3
3010;2;0;1;1;4;2
3011;2;1;0;5;3;1
3012;2;1;1;5;2;3
3013;2;1;0;4;5;7
3014;3;1;1;1;1;4
3015;5;1;0;3;3;1
3016;6;1;0;3;4;0
3017;3;0;0;1;3;0
3018;2;1;1;2;1;6
3019;3;1;1;7;1;2
3020;5;1;1;6;1;13
3021;8;1;1;4;1;7
3022;6;1;1;4;2;2
3023;2;0;0;1;2;15
3024;2;1;1;5;1;5
3025;3;1;0;3;1;1
3026;4;1;1;5;2;1
3027;2;0;1;6;4;5
3028;3;0;1;4;5;13
3029;5;0;1;6;4;15
3030;3;0;0;2;1;23
3031;2;0;0;4;5;4
3032;2;0;0;3;3;0
3033;2;1;1;6;2;1
3034;6;1;0;0;4;0
3035;5;0;0;4;1;22
3036;3;0;0;3;2;5
3037;5;1;1;2;2;17
3038;7;1;1;4;3;3
3039;4;0;1;1;3;13
3040;5;0;1;2;1;5
3041;3;0;0;3;2;6
3042;2;1;0;2;1;11
3043;1;1;0;2;1;8
3044;1;0;1;2;2;10
3045;4;1;0;4;1;6
3046;4;1;1;5;4;3
3047;3;1;1;3;5;4
3048;5;0;1;3;2;8
3049;3;1;1;2;1;3
3050;4;1;1;1;5;0
3051;5;1;0;2;1;0
3052;2;0;0;3;2;9
3053;1;1;1;1;2;7
3054;2;0;0;2;2;5
3055;2;1;0;5;4;0
3056;2;1;1;2;3;2
3057;6;1;1;5;1;2
3058;3;1;0;5;2;2
3059;6;1;0;1;5;0
3060;5;1;1;2;5;6
3061;3;1;1;3;1;12
3062;2;1;1;3;1;11
3063;5;1;1;5;1;10
3064;3;1;1;4;2;8
3065;2;1;1;4;2;10
3066;6;1;1;1;2;4
3067;4;1;0;4;1;7
3068;2;1;1;7;4;2
3069;4;1;0;6;2;7
3070;6;0;0;4;4;9
3071;2;1;1;1;2;3
3072;2;1;1;3;1;9
3073;5;1;1;5;2;11
3074;5;1;1;2;3;10
3075;2;1;0;1;3;2
3076;4;0;0;3;1;4
3077;1;1;0;4;5;1
3078;2;1;0;1;4;1
3079;2;1;0;0;3;1
3080;8;1;1;1;4;0
3081;7;0;1;4;5;9
3082;4;1;1;5;3;0
3083;2;1;1;4;2;6
3084;2;1;1;1;5;5
3085;3;0;0;3;2;0
3086;2;0;1;1;1;15
3087;5;1;1;2;2;2
3088;5;1;1;6;1;3
3089;3;1;0;4;2;6
3090;2;1;0;0;1;25
3091;3;1;0;5;4;5
3092;1;1;0;6;1;7
3093;5;1;1;5;5;4
3094;5;0;1;0;4;4
3095;4;1;1;2;2;13
3096;5;1;0;7;1;6
3097;4;1;1;2;1;1
3098;2;0;0;4;1;12
3099;1;1;1;0;4;5
3100;2;1;1;3;5;1
3101;7;1;1;3;2;1
3102;5;1;0;4;1;9
3103;5;1;0;4;1;5
3104;5;1;0;0;5;0
3105;1;1;0;3;3;5
3106;2;1;0;3;1;7
3107;5;1;1;3;4;1
3108;5;1;1;1;3;4
3109;3;0;0;3;2;13
3110;7;1;0;3;4;0
3111;5;1;0;2;2;1
3112;2;1;0;3;1;8
3113;5;0;0;5;3;1
3114;2;1;0;0;3;17
3115;2;0;1;0;1;8
3116;2;0;1;4;4;5
3117;4;1;1;6;3;8
3118;2;1;0;1;4;2
3119;2;1;1;2;3;6
3120;3;1;0;5;1;1
3121;2;0;1;3;3;2
3122;5;1;0;4;4;0
3123;4;1;0;5;1;3
3124;2;1;1;2;1;10
3125;3;1;1;4;1;1
3126;2;1;0;3;2;6
3127;8;0;0;4;2;4
3128;3;1;1;3;3;5
3129;6;1;0;1;1;2
3130;5;0;1;6;3;29
3131;3;1;1;1;2;15
3132;4;1;1;2;3;4
3133;1;0;1;3;5;3
3134;2;1;1;3;5;2
3135;3;1;0;1;1;8
3136;1;1;0;0;1;5
3137;4;1;1;4;5;0
3138;2;1;0;1;1;10
3139;2;1;0;2;4;1
3140;5;1;1;3;5;3
3141;2;1;0;4;5;1
3142;2;1;1;2;1;2
3143;1;0;1;1;1;2
3144;2;1;1;2;1;1
3145;2;1;0;3;3;1
3146;5;1;0;2;3;0
3147;4;0;1;2;4;8
3148;6;1;0;3;1;1
3149;1;1;0;5;2;0
3150;5;1;1;3;2;4
3151;6;1;0;3;3;0
3152;2;1;1;1;3;3
3153;6;0;0;2;4;25
3154;7;1;1;5;1;2
3155;5;1;1;3;2;4
3156;2;1;0;3;1;4
3157;2;0;1;2;4;14
3158;1;1;0;2;2;2
3159;5;0;0;3;5;2
3160;5;0;1;4;1;1
3161;2;1;0;5;4;7
3162;5;1;1;3;2;7
3163;3;1;0;4;1;10
3164;8;0;0;6;2;4
3165;3;1;0;3;3;11
3166;8;0;1;1;1;8
3167;2;1;1;4;2;7
3168;5;1;0;2;2;2
3169;3;1;1;2;5;4
3170;2;0;1;3;3;14
3171;2;1;0;3;2;2
3172;2;1;1;4;4;3
3173;1;1;1;1;3;9
3174;3;1;0;5;5;1
3175;5;1;1;3;3;5
3176;2;1;0;3;4;2
3177;2;0;0;2;3;2
3178;2;1;1;2;3;5
3179;2;1;1;5;2;24
3180;5;1;0;2;3;2
3181;2;0;1;5;3;4
3182;2;1;1;3;1;0
3183;1;1;0;6;3;0
3184;3;0;0;0;1;17
3185;5;1;1;3;2;5
3186;7;0;0;1;3;14
3187;3;1;0;1;2;2
3188;2;1;1;4;4;3
3189;2;1;1;2;4;5
3190;2;1;1;0;3;0
3191;1;0;1;3;1;4
3192;2;1;1;2;1;6
3193;3;1;1;3;4;6
3194;2;1;1;7;1;18
3195;4;1;0;4;2;2
3196;3;0;1;5;2;2
3197;1;1;0;2;4;0
3198;1;1;0;1;2;1
3199;2;1;1;1;1;11
3200;2;1;0;2;5;0
3201;3;1;0;2;3;4
3202;2;0;0;4;2;4
3203;1;1;1;3;2;1
3204;1;1;1;3;3;2
3205;3;1;0;4;2;1
3206;3;1;1;3;1;1
3207;3;1;0;4;2;2
3208;3;1;0;1;1;1
3209;5;1;1;5;5;5
3210;5;1;0;2;3;0
3211;6;1;0;3;2;1
3212;3;1;0;4;3;3
3213;1;1;1;1;2;4
3214;5;0;1;2;4;0
3215;3;1;0;1;2;4
3216;3;1;0;4;3;2
3217;5;1;0;3;5;0
3218;2;0;0;4;1;10
3219;2;1;1;7;2;0
3220;3;1;0;3;2;2
3221;3;1;1;0;2;3
3222;3;1;1;7;1;10
3223;2;1;0;1;1;3
3224;2;1;1;2;5;9
3225;2;0;0;2;2;1
3226;2;1;0;3;2;1
3227;5;0;1;2;4;23
3228;5;1;1;4;1;2
3229;4;1;0;4;2;0
3230;1;0;1;2;1;5
3231;5;1;1;2;1;10
3232;3;0;1;1;1;11
3233;5;1;1;4;2;6
3234;1;0;0;2;2;0
3235;2;1;0;6;3;2
3236;2;1;1;4;3;6
3237;2;0;0;2;1;31
3238;4;1;1;5;2;5
3239;4;1;1;3;3;1
3240;2;1;1;2;5;3
3241;2;1;0;4;3;3
3242;3;1;0;1;1;8
3243;3;1;0;1;5;2
3244;2;1;1;1;4;1
3245;3;1;1;1;1;2
3246;2;0;0;1;3;10
3247;3;1;0;2;3;9
3248;1;0;1;5;5;32
3249;5;1;1;4;1;2
3250;6;1;1;3;1;4
3251;2;0;0;1;1;5
3252;2;0;0;8;1;8
3253;5;1;0;1;5;0
3254;4;0;0;4;3;7
3255;5;1;1;3;1;1
3256;4;1;0;1;2;4
3257;5;0;1;4;2;17
3258;1;1;1;4;3;21
3259;3;1;0;2;4;0
3260;3;0;0;4;1;11
3261;2;1;0;4;1;1
3262;1;1;1;3;1;14
3263;6;0;1;2;1;6
3264;3;1;1;3;2;4
3265;3;1;1;3;1;5
3266;2;1;1;3;1;5
3267;6;0;0;1;1;3
3268;3;0;1;4;1;28
3269;2;1;1;0;5;3
3270;3;1;1;1;3;17
3271;5;1;1;0;3;5
3272;5;1;1;0;2;1
3273;2;1;1;0;5;3
3274;4;0;1;4;1;22
3275;3;1;1;1;3;2
3276;2;1;1;4;2;2
3277;5;1;1;6;2;17
3278;5;1;1;0;2;12
3279;5;0;0;5;4;4
3280;2;1;0;2;1;2
3281;6;1;0;5;1;8
3282;3;1;1;5;5;19
3283;6;0;0;8;5;5
3284;2;0;0;2;3;11
3285;2;1;0;3;2;2
3286;4;1;0;2;1;1
3287;4;0;0;3;5;4
3288;2;1;0;4;1;4
3289;5;1;1;8;2;5
3290;1;1;0;6;5;3
3291;3;1;0;4;4;4
3292;4;0;0;1;3;0
3293;2;1;1;0;5;14
3294;3;1;0;6;1;11
3295;1;0;0;3;1;2
3296;2;1;0;8;2;6
3297;7;1;0;2;1;1
3298;6;0;1;8;2;9
3299;3;1;1;7;1;2
3300;3;0;1;4;2;1
3301;5;0;1;3;2;4
3302;6;1;1;3;3;9
3303;2;1;1;3;2;15
3304;5;1;1;2;3;2
3305;4;1;0;4;1;2
3306;3;1;1;1;1;2
3307;2;1;1;5;3;2
3308;2;1;0;0;2;11
3309;2;1;0;2;4;5
3310;4;1;1;4;5;3
3311;3;1;1;4;3;5
3312;3;1;1;6;5;0
3313;2;0;0;2;3;12
3314;2;1;0;0;2;1
3315;2;1;0;5;5;1
3316;2;0;1;4;1;0
3317;1;1;0;3;2;0
3318;2;1;1;4;1;4
3319;4;1;1;2;3;6
3320;2;1;1;3;1;14
3321;5;1;0;1;1;4
3322;2;1;1;3;1;4
3323;2;0;0;3;3;13
3324;3;0;1;1;2;28
3325;4;1;0;2;2;0
3326;6;0;0;3;2;6
3327;5;0;1;4;3;1
3328;3;1;1;0;5;9
3329;4;0;0;2;3;9
3330;5;1;1;2;2;1
3331;5;0;1;4;5;0
3332;5;1;1;3;1;9
3333;1;1;1;3;5;4
3334;3;1;0;0;3;9
3335;1;1;1;3;2;10
3336;5;1;1;6;3;15
3337;5;1;0;0;4;0
3338;2;1;1;5;1;5
3339;4;0;0;2;2;0
3340;3;1;1;4;1;12
3341;6;1;0;2;2;1
3342;5;0;1;4;1;1
3343;5;0;0;2;3;3
3344;4;1;1;2;3;8
3345;1;1;1;4;1;10
3346;4;1;1;2;4;1
3347;2;1;1;2;5;3
3348;2;1;0;7;1;12
3349;4;1;0;3;1;1
3350;4;1;1;4;2;7
3351;1;1;1;1;2;7
3352;5;0;0;5;2;11
3353;6;1;0;5;4;0
3354;2;1;0;0;1;2
3355;1;1;1;3;1;2
3356;3;1;1;4;2;7
3357;2;1;1;1;1;11
3358;5;1;0;6;1;15
3359;3;0;1;4;1;1
3360;3;0;1;4;1;6
3361;3;1;1;1;1;2
3362;1;1;0;3;2;3
3363;5;1;1;1;2;1
3364;2;1;1;2;2;5
3365;3;0;1;6;2;22
3366;5;0;1;1;3;3
3367;4;1;0;4;3;7
3368;3;0;1;3;3;13
3369;5;1;1;4;1;6
3370;2;1;1;5;2;7
3371;5;0;1;3;2;6
3372;5;1;1;5;3;6
3373;5;1;1;1;5;17
3374;5;1;0;3;2;6
3375;4;1;1;6;2;24
3376;1;1;1;2;3;23
3377;7;1;1;5;2;1
3378;2;1;1;4;3;1
3379;5;0;0;5;1;1
3380;5;1;1;4;2;1
3381;2;1;0;3;1;0
3382;5;1;1;3;4;1
3383;2;1;1;4;2;13
3384;8;0;1;3;5;4
3385;1;1;0;1;1;5
3386;5;1;0;3;1;10
3387;1;1;1;8;2;14
3388;5;0;1;3;2;1
3389;5;0;0;4;3;10
3390;2;1;1;0;1;5
3391;4;0;1;1;1;1
3392;3;0;1;5;2;19
3393;2;1;0;4;4;1
3394;2;1;0;3;3;1
3395;5;1;1;2;3;2
3396;1;1;0;1;3;16
3397;4;0;0;6;1;2
3398;4;0;0;5;1;1
3399;5;0;1;5;3;19
3400;2;0;1;3;3;0
3401;2;1;0;1;4;13
3402;6;1;0;3;3;0
3403;5;1;0;3;1;1
3404;5;1;1;2;1;4
3405;3;1;1;7;1;12
3406;3;0;1;2;4;9
3407;2;0;0;3;2;14
3408;2;1;1;2;5;3
3409;5;1;0;3;1;1
3410;1;0;0;0;5;0
3411;1;1;1;1;3;7
3412;3;1;0;2;2;13
3413;7;1;1;3;2;9
3414;2;1;1;0;4;5
3415;5;0;0;3;2;2
3416;5;0;1;4;2;19
3417;4;0;1;1;3;25
3418;8;1;0;4;3;1
3419;6;1;1;6;2;5
3420;3;0;0;0;1;33
3421;5;0;0;3;1;36
3422;2;0;1;3;1;6
3423;2;1;1;2;4;6
3424;6;1;1;2;1;4
3425;5;0;0;2;3;1
3426;5;1;1;2;2;4
3427;2;1;1;4;2;4
3428;2;1;1;2;2;17
3429;2;1;1;4;3;1
3430;7;0;0;2;2;2
3431;3;1;1;3;1;0
3432;2;1;0;1;1;4
3433;2;1;0;3;3;8
3434;3;0;0;2;1;2
3435;1;1;1;1;1;16
3436;2;1;0;3;3;1
3437;6;1;1;4;2;5
3438;3;1;1;2;1;2
3439;4;1;1;3;3;15
3440;5;1;0;1;3;0
3441;2;1;1;1;5;8
3442;1;1;1;3;2;5
3443;3;1;0;3;5;1
3444;3;0;0;3;5;8
3445;1;0;1;1;1;17
3446;5;0;0;3;3;5
3447;3;1;1;3;3;5
3448;2;1;1;0;3;1
3449;5;0;0;3;1;7
3450;3;0;1;2;3;28
3451;2;1;0;7;3;20
3452;5;0;0;2;1;5
3453;4;0;0;4;1;7
3454;1;1;0;3;1;3
3455;3;1;1;3;4;2
3456;5;1;0;1;3;6
3457;3;0;0;4;3;32
3458;2;1;1;3;2;5
3459;5;1;0;4;2;0
3460;4;1;1;4;1;3
3461;3;1;1;5;4;2
3462;2;1;1;2;4;4
3463;5;0;1;2;4;1
3464;2;1;1;5;3;8
3465;8;0;1;3;1;2
3466;3;1;1;2;3;3
3467;3;1;1;3;3;8
3468;2;0;1;0;3;13
3469;2;1;0;2;3;8
3470;6;0;0;1;2;7
3471;3;0;0;3;5;2
3472;2;0;0;2;2;8
3473;2;1;1;1;3;3
3474;4;1;1;5;5;2
3475;8;0;0;3;3;32
3476;5;1;1;7;3;7
3477;2;1;1;4;5;16
3478;4;1;1;1;2;1
3479;2;1;0;4;1;7
3480;2;0;0;2;2;3
3481;2;1;1;0;1;2
3482;3;0;1;1;1;11
3483;3;0;1;4;2;2
3484;3;1;1;3;1;13
3485;2;1;1;2;3;4
3486;2;1;0;3;2;4
3487;2;1;0;7;1;12
3488;2;0;0;3;2;18
3489;3;0;1;6;4;7
3490;2;1;0;4;5;2
3491;2;0;0;3;1;11
3492;6;1;0;1;2;0
3493;1;1;1;3;2;1
3494;4;0;0;3;2;4
3495;2;1;1;4;1;1
3496;2;1;1;1;1;11
3497;6;1;0;1;3;3
3498;2;0;1;3;2;37
3499;2;0;1;4;4;1
3500;1;1;1;6;2;1
3501;3;1;0;2;4;0
3502;2;1;1;5;4;1
3503;4;0;0;2;2;5
3504;5;1;0;2;1;4
3505;1;0;1;1;5;28
3506;2;0;1;4;3;14
3507;6;1;0;2;3;0
3508;1;0;1;3;4;5
3509;5;1;0;2;1;7
3510;3;1;1;3;2;6
3511;3;1;0;3;2;3
3512;2;0;0;3;2;2
3513;5;0;0;3;2;1
3514;3;0;1;5;2;7
3515;2;1;1;1;4;3
3516;3;0;1;5;1;23
3517;5;1;1;3;1;1
3518;4;0;1;2;1;6
3519;6;1;0;1;3;1
3520;3;0;0;1;1;18
3521;2;0;1;5;5;1
3522;2;0;0;6;5;2
3523;2;1;0;4;1;0
3524;4;0;1;1;4;2
3525;2;1;0;1;5;0
3526;5;1;1;1;3;3
3527;4;0;1;3;1;4
3528;2;1;0;3;3;5
3529;2;1;0;3;4;2
3530;1;1;0;4;5;0
3531;6;1;1;2;3;1
3532;2;0;1;5;1;6
3533;2;1;0;3;2;6
3534;3;1;0;2;2;3
3535;4;0;1;3;2;1
3536;4;1;0;4;1;8
3537;1;1;1;3;2;19
3538;4;1;1;3;1;8
3539;5;0;1;4;2;3
3540;2;0;1;0;3;32
3541;4;1;1;3;1;1
3542;2;0;1;3;2;1
3543;5;1;0;4;4;0
3544;5;0;0;0;2;1
3545;6;1;0;2;5;0
3546;5;1;1;1;1;8
3547;4;1;1;2;1;21
3548;2;0;0;7;1;1
3549;5;0;0;2;1;1
3550;5;1;1;2;1;0
3551;5;0;0;4;2;3
3552;2;0;1;2;1;31
3553;5;0;0;2;3;7
3554;5;1;1;1;2;6
3555;6;1;0;4;5;0
3556;5;0;1;4;4;4
3557;3;1;0;3;3;0
3558;5;1;0;3;1;4
3559;3;1;0;2;2;0
3560;2;1;1;3;2;1
3561;2;1;1;1;5;0
3562;5;0;1;3;1;16
3563;3;1;0;3;3;3
3564;2;0;1;3;1;11
3565;5;0;0;1;3;11
3566;4;1;0;1;4;0
3567;1;0;0;4;2;25
3568;2;1;1;1;2;19
3569;3;0;0;5;1;25
3570;2;1;1;3;3;4
3571;2;0;1;6;2;5
3572;2;1;0;3;2;0
3573;5;1;1;2;1;1
3574;2;1;1;4;3;7
3575;2;1;0;3;2;5
3576;7;1;0;2;1;3
3577;5;0;0;0;1;1
3578;3;0;1;1;2;9
3579;7;1;0;4;4;0
3580;2;1;0;10;2;4
3581;2;1;1;5;3;7
3582;1;0;1;6;1;35
3583;2;0;1;2;3;7
3584;1;1;1;1;3;5
3585;2;1;0;3;3;0
3586;3;1;0;3;3;12
3587;5;1;1;4;1;0
3588;5;1;0;3;1;1
3589;3;1;0;2;2;6
3590;2;0;0;3;3;10
3591;2;0;1;1;1;16
3592;5;1;1;2;4;6
3593;1;1;1;3;1;3
3594;4;1;1;3;3;0
3595;4;1;1;3;1;2
3596;3;0;0;2;1;14
3597;1;1;1;4;4;2
3598;4;1;0;3;1;1
3599;3;1;0;4;1;2
3600;6;1;0;3;2;0
3601;2;1;1;5;1;12
3602;6;1;0;5;5;0
3603;1;1;1;3;4;3
3604;3;1;0;4;3;7
3605;3;1;1;2;1;0
3606;3;0;1;2;4;4
3607;1;1;0;2;1;4
3608;5;0;0;1;4;12
3609;4;1;0;1;1;6
3610;2;1;0;7;1;20
3611;3;1;0;4;3;6
3612;2;1;1;3;1;4
3613;2;1;1;5;4;7
3614;3;0;1;3;3;7
3615;2;0;0;2;5;4
3616;3;1;0;3;5;2
3617;2;0;1;1;2;15
3618;2;1;1;4;2;5
3619;1;1;1;4;1;10
3620;5;0;0;2;2;0
3621;3;1;1;1;1;5
3622;2;1;0;4;3;3
3623;3;1;1;3;2;2
3624;5;0;1;4;2;1
3625;2;1;0;4;3;5
3626;2;1;1;1;2;2
3627;5;1;1;4;1;2
3628;6;1;0;4;1;4
3629;5;1;0;4;2;0
3630;2;1;1;6;2;8
3631;6;1;0;4;5;0
3632;2;1;1;4;1;12
3633;3;1;1;4;1;3
3634;2;1;1;2;4;3
3635;5;1;0;4;3;1
3636;5;1;1;5;3;4
3637;4;1;0;3;1;7
3638;2;1;0;2;1;6
3639;2;1;0;1;3;11
3640;8;1;1;3;4;2
3641;3;0;1;0;1;26
3642;3;1;1;5;1;1
3643;8;1;0;3;4;0
3644;3;1;1;7;2;55
3645;2;1;1;3;1;2
3646;4;0;1;2;2;21
3647;1;1;1;2;3;2
3648;3;1;0;9;1;11
3649;2;1;0;4;3;5
3650;5;1;1;4;4;0
3651;5;1;0;5;5;0
3652;5;0;1;1;2;8
3653;4;1;0;2;2;1
3654;6;1;1;2;2;3
3655;2;1;0;3;5;1
3656;6;0;1;3;1;9
3657;2;0;0;3;2;6
3658;3;1;0;3;2;8
3659;5;1;1;1;2;16
3660;2;1;1;4;3;6
3661;1;1;1;2;1;0
3662;3;1;1;0;5;2
3663;1;1;0;4;1;4
3664;2;0;0;3;1;7
3665;1;1;0;2;4;6
3666;5;0;1;5;1;10
3667;4;0;0;3;4;6
3668;5;0;1;3;1;5
3669;8;0;1;0;1;15
3670;4;1;0;0;2;3
3671;5;1;1;2;2;6
3672;1;1;0;4;3;2
3673;2;0;1;3;5;1
3674;1;1;1;5;3;9
3675;4;0;1;6;1;7
3676;2;1;0;1;2;3
3677;2;1;1;2;1;2
3678;3;1;0;3;1;0
3679;3;1;0;3;4;7
3680;5;0;0;5;4;7
3681;6;1;0;1;2;0
3682;3;1;0;4;4;0
3683;2;1;1;3;2;8
3684;1;1;0;5;2;10
3685;6;0;1;1;5;5
3686;2;0;1;4;2;38
3687;1;1;1;5;3;6
3688;5;0;0;2;5;4
3689;2;1;1;4;2;1
3690;3;1;1;3;1;0
3691;4;1;1;0;4;3
3692;2;0;1;5;1;6
3693;6;1;1;4;1;7
3694;3;1;1;4;2;0
3695;5;1;0;2;1;1
3696;2;1;0;8;3;3
3697;2;1;0;2;1;3
3698;4;1;0;2;2;2
3699;2;0;1;2;4;3
3700;1;1;0;5;1;6
3701;6;0;1;2;5;2
3702;2;1;1;2;1;17
3703;5;1;1;5;3;5
3704;2;1;0;4;3;0
3705;2;1;1;6;2;7
3706;2;0;0;0;3;16
3707;2;0;0;3;4;1
3708;2;1;1;3;2;0
3709;2;0;1;3;4;5
3710;3;1;1;5;3;19
3711;3;1;1;2;5;1
3712;3;0;1;6;1;56
3713;3;0;1;3;4;8
3714;3;1;0;4;1;0
3715;2;1;1;6;1;30
3716;4;1;0;4;5;0
3717;3;0;1;2;1;11
3718;1;1;0;2;1;3
3719;3;0;0;4;4;13
3720;8;1;0;5;5;0
3721;7;0;1;3;3;1
3722;2;1;1;0;2;2
3723;5;1;1;6;2;9
3724;3;1;0;5;2;1
3725;5;0;1;5;2;5
3726;3;0;0;2;2;1
3727;3;0;1;0;1;6
3728;3;1;1;8;1;4
3729;5;1;0;3;2;0
3730;2;1;1;2;1;7
3731;8;1;0;2;2;1
3732;6;0;0;4;3;0
3733;2;0;1;4;1;27
3734;1;1;0;2;2;9
3735;5;1;0;1;1;2
3736;4;0;1;4;1;0
3737;3;1;0;3;4;3
3738;1;1;0;2;2;3
3739;4;1;0;1;5;0
3740;2;1;0;3;3;8
3741;5;0;1;1;1;5
3742;4;0;0;2;5;6
3743;7;1;0;4;2;0
3744;6;1;1;2;1;1
3745;5;1;0;4;2;2
3746;2;0;0;4;1;3
3747;4;1;1;4;1;2
3748;2;1;0;2;5;1
3749;3;1;0;2;2;7
3750;5;1;1;6;1;3
3751;2;1;1;2;5;3
3752;2;1;0;4;4;0
3753;3;0;1;5;3;8
3754;2;0;0;1;1;6
3755;4;1;0;5;1;3
3756;3;0;0;4;3;5
3757;6;1;1;3;4;2
3758;2;1;1;9;3;5
3759;5;0;1;5;3;0
3760;1;1;0;1;2;2
3761;5;0;1;3;2;8
3762;5;1;1;1;2;16
3763;2;0;0;3;3;10
3764;2;0;0;3;4;3
3765;5;1;0;0;2;0
3766;5;1;1;4;4;6
3767;5;0;1;1;1;5
3768;1;1;1;3;1;1
3769;3;0;0;2;2;3
3770;5;1;1;1;2;3
3771;3;1;1;2;1;4
3772;5;1;1;3;3;6
3773;3;1;1;1;3;14
3774;5;1;0;5;1;1
3775;2;1;1;4;1;7
